sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
HBG103251FU,,Default,simple,Default Category/HOT DEALS,base,HBG103251-Fuchsia,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103251-fuchsia,HBG103251,HBG103251,HBG103251 ,/h/b/hbg103251_fu_br_1.jpg,,/h/b/hbg103251_fu_br_1.jpg,,/h/b/hbg103251_fu_br_1.jpg,,/h/b/hbg103251_fu_br_1.jpg,,"6/4/24, 11:17 PM","3/9/25, 7:54 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Fuchsia,sale=No,size=M",15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103251_fu_br_1.jpg,,,,,,,,,,,,,,
HBG103251GR,,Default,simple,Default Category/HOT DEALS,base,HBG103251-Green,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103251-green,HBG103251,HBG103251,HBG103251 ,/h/b/hbg103251_gr_1_1.jpg,,/h/b/hbg103251_gr_1_1.jpg,,/h/b/hbg103251_gr_1_1.jpg,,/h/b/hbg103251_gr_1_1.jpg,,"6/4/24, 11:17 PM","3/9/25, 7:54 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Green,sale=No,size=M",15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103251_gr_1_1.jpg,,,,,,,,,,,,,,
HBG103251GY,,Default,simple,Default Category/HOT DEALS,base,HBG103251-Gray,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103251-gray,HBG103251,HBG103251,HBG103251 ,/h/b/hbg103251_bl_gr_gy_1.jpg,,/h/b/hbg103251_bl_gr_gy_1.jpg,,/h/b/hbg103251_bl_gr_gy_1.jpg,,/h/b/hbg103251_bl_gr_gy_1.jpg,,"6/4/24, 11:17 PM","3/9/25, 7:54 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Gray,sale=No,size=M",15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103251_bl_gr_gy_1.jpg,,,,,,,,,,,,,,
HBG103251R,,Default,simple,Default Category/HOT DEALS,base,HBG103251-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103251-red,HBG103251,HBG103251,HBG103251 ,/h/b/hbg103251_or_r_1.jpg,,/h/b/hbg103251_or_r_1.jpg,,/h/b/hbg103251_or_r_1.jpg,,/h/b/hbg103251_or_r_1.jpg,,"6/4/24, 11:17 PM","3/9/25, 7:54 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=No,size=M",15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103251_or_r_1.jpg,,,,,,,,,,,,,,
HBG103251,,Default,configurable,Default Category/HOT DEALS,base,HBG103251,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103251,HBG103251,HBG103251,HBG103251 ,/h/b/hbg103251_gr.jpg,,/h/b/hbg103251_gr.jpg,,/h/b/hbg103251_gr.jpg,,,,"6/4/24, 11:17 PM","3/9/25, 7:54 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=No,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103251_gr.jpg,,,,,,,,,,,,,"sku=HBG103251FU,color=Fuchsia|sku=HBG103251GR,color=Green|sku=HBG103251GY,color=Gray|sku=HBG103251R,color=Red",color=Color
HBG103246G,,Default,simple,Default Category/HOT DEALS,base,HBG103246-Gold,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103246-gold,HBG103246,HBG103246,HBG103246 ,/h/b/hbg103246g_1_1.jpg,,/h/b/hbg103246g_1_1.jpg,,/h/b/hbg103246g_1_1.jpg,,/h/b/hbg103246g_1_1.jpg,,"10/12/24, 10:45 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Gold,sale=No,size=M",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103246g_1_1.jpg,,,,,,,,,,,,,,
HBG103246GR,,Default,simple,Default Category/HOT DEALS,base,HBG103246-Green,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103246-green,HBG103246,HBG103246,HBG103246 ,/h/b/hbg103246gr_1.jpg,,/h/b/hbg103246gr_1.jpg,,/h/b/hbg103246gr_1.jpg,,/h/b/hbg103246gr_1.jpg,,"10/12/24, 10:45 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Green,sale=No,size=M",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103246gr_1.jpg,,,,,,,,,,,,,,
HBG103246R,,Default,simple,Default Category/HOT DEALS,base,HBG103246-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103246-red,HBG103246,HBG103246,HBG103246 ,/h/b/hbg103246r_1_1.jpg,,/h/b/hbg103246r_1_1.jpg,,/h/b/hbg103246r_1_1.jpg,,/h/b/hbg103246r_1_1.jpg,,"10/12/24, 10:45 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=No,size=M",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103246r_1_1.jpg,,,,,,,,,,,,,,
HBG103246,,Default,configurable,Default Category/HOT DEALS,base,HBG103246,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Animal Print Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103246,HBG103246,HBG103246,HBG103246 ,/h/b/hbg103246g.jpg,,/h/b/hbg103246g.jpg,,/h/b/hbg103246g.jpg,,,,"10/12/24, 10:45 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=No,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103246g.jpg,,,,,,,,,,,,,"sku=HBG103246G,color=Gold|sku=HBG103246GR,color=Green|sku=HBG103246R,color=Red",color=Color
HBG103253B,,Default,simple,Default Category/HOT DEALS,base,HBG103253-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Fashion Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103253-black,HBG103253,HBG103253,HBG103253 ,/h/b/hbg103253b_1.jpg,,/h/b/hbg103253b_1.jpg,,/h/b/hbg103253b_1.jpg,,/h/b/hbg103253b_1.jpg,,"10/12/24, 10:52 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=No,size=M",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103253b_1.jpg,,,,,,,,,,,,,,
HBG103253MU,,Default,simple,Default Category/HOT DEALS,base,HBG103253-Mustard,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Fashion Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103253-mustard,HBG103253,HBG103253,HBG103253 ,/h/b/hbg103253mu_1_1.jpg,,/h/b/hbg103253mu_1_1.jpg,,/h/b/hbg103253mu_1_1.jpg,,/h/b/hbg103253mu_1_1.jpg,,"10/12/24, 10:52 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Mustard,sale=No,size=M",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103253mu_1_1.jpg,,,,,,,,,,,,,,
HBG103253R,,Default,simple,Default Category/HOT DEALS,base,HBG103253-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Fashion Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103253-red,HBG103253,HBG103253,HBG103253 ,/h/b/hbg103253r_1.jpg,,/h/b/hbg103253r_1.jpg,,/h/b/hbg103253r_1.jpg,,/h/b/hbg103253r_1.jpg,,"10/12/24, 10:52 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=No,size=M",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103253r_1.jpg,,,,,,,,,,,,,,
HBG103253,,Default,configurable,Default Category/HOT DEALS,base,HBG103253,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Fashion Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103253,HBG103253,HBG103253,HBG103253 ,/h/b/hbg103253mu.jpg,,/h/b/hbg103253mu.jpg,,/h/b/hbg103253mu.jpg,,,,"10/12/24, 10:52 AM","3/9/25, 7:55 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=No,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103253mu.jpg,,,,,,,,,,,,,"sku=HBG103253B,color=Black|sku=HBG103253MU,color=Mustard|sku=HBG103253R,color=Red",color=Color
HBG103651BR,,Default,simple,Default Category/HOT DEALS,base,HBG103651-Brown,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103651-brown,HBG103651,HBG103651,HBG103651 ,/h/b/hbg103651_br_1.jpg,,/h/b/hbg103651_br_1.jpg,,/h/b/hbg103651_br_1.jpg,,/h/b/hbg103651_br_1.jpg,,"10/15/24, 4:37 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Brown,sale=Yes,size=M",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103651_br_1.jpg,,,,,,,,,,,,,,
HBG103651BUR,,Default,simple,Default Category/HOT DEALS,base,HBG103651-Burgundy,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103651-burgundy,HBG103651,HBG103651,HBG103651 ,/h/b/hbg103651_bur_1_1.jpg,,/h/b/hbg103651_bur_1_1.jpg,,/h/b/hbg103651_bur_1_1.jpg,,/h/b/hbg103651_bur_1_1.jpg,,"10/15/24, 4:37 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Burgundy,sale=Yes,size=M",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103651_bur_1_1.jpg,,,,,,,,,,,,,,
HBG103651R,,Default,simple,Default Category/HOT DEALS,base,HBG103651-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103651-red,HBG103651,HBG103651,HBG103651 ,/h/b/hbg103651_r_1.jpg,,/h/b/hbg103651_r_1.jpg,,/h/b/hbg103651_r_1.jpg,,/h/b/hbg103651_r_1.jpg,,"10/15/24, 4:37 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=Yes,size=M",23,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103651_r_1.jpg,,,,,,,,,,,,,,
HBG103651,,Default,configurable,Default Category/HOT DEALS,base,HBG103651,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103651,HBG103651,HBG103651,HBG103651 ,/h/b/hbg103651_bur.jpg,,/h/b/hbg103651_bur.jpg,,/h/b/hbg103651_bur.jpg,,,,"10/15/24, 4:37 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103651_bur.jpg,,,,,,,,,,,,,"sku=HBG103651BR,color=Brown|sku=HBG103651BUR,color=Burgundy|sku=HBG103651R,color=Red",color=Color
HBG103652BUR,,Default,simple,Default Category/HOT DEALS,base,HBG103652-Burgundy,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103652-burgundy,HBG103652,HBG103652,HBG103652 ,/h/b/hbg103652_bur_1_1.jpg,,/h/b/hbg103652_bur_1_1.jpg,,/h/b/hbg103652_bur_1_1.jpg,,/h/b/hbg103652_bur_1_1.jpg,,"10/15/24, 4:42 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Burgundy,sale=Yes,size=M",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103652_bur_1_1.jpg,,,,,,,,,,,,,,
HBG103652R,,Default,simple,Default Category/HOT DEALS,base,HBG103652-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103652-red,HBG103652,HBG103652,HBG103652 ,/h/b/hbg103652_r_2.jpg,,/h/b/hbg103652_r_2.jpg,,/h/b/hbg103652_r_2.jpg,,/h/b/hbg103652_r_2.jpg,,"10/15/24, 4:42 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=Yes,size=M",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103652_r_2.jpg,/h/b/hbg103652_r_1_1.jpg",",",,,,,,,,,,,,,
HBG103652,,Default,configurable,Default Category/HOT DEALS,base,HBG103652,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Faux Leather Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103652,HBG103652,HBG103652,HBG103652 ,/h/b/hbg103652_r_2_-_copy.jpg,,/h/b/hbg103652_r_2_-_copy.jpg,,/h/b/hbg103652_r_2_-_copy.jpg,,,,"10/15/24, 4:42 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103652_r_1_-_copy.jpg,/h/b/hbg103652_r_2_-_copy.jpg",",",,,,,,,,,,,,"sku=HBG103652BUR,color=Burgundy|sku=HBG103652R,color=Red",color=Color
HBG103254B,,Default,simple,Default Category/HOT DEALS,base,HBG103254-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103254-black,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_r_b_mu_3.jpg,,/h/b/hbg103254_r_b_mu_3.jpg,,/h/b/hbg103254_r_b_mu_3.jpg,,/h/b/hbg103254_r_b_mu_3.jpg,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_r_b_mu_3.jpg,,,,,,,,,,,,,,
HBG103254GR,,Default,simple,Default Category/HOT DEALS,base,HBG103254-Green,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103254-green,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_gr_or_1_1.jpg,,/h/b/hbg103254_gr_or_1_1.jpg,,/h/b/hbg103254_gr_or_1_1.jpg,,/h/b/hbg103254_gr_or_1_1.jpg,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Green,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_gr_or_1_1.jpg,,,,,,,,,,,,,,
HBG103254MU,,Default,simple,Default Category/HOT DEALS,base,HBG103254-Mustard,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103254-mustard,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_r_b_mu_1_1.jpg,,/h/b/hbg103254_r_b_mu_1_1.jpg,,/h/b/hbg103254_r_b_mu_1_1.jpg,,/h/b/hbg103254_r_b_mu_1_1.jpg,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Mustard,sale=No,size=S",23,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_r_b_mu_1_1.jpg,,,,,,,,,,,,,,
HBG103254OR,,Default,simple,Default Category/HOT DEALS,base,HBG103254-Orange,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103254-orange,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_gr_or_2_1.jpg,,/h/b/hbg103254_gr_or_2_1.jpg,,/h/b/hbg103254_gr_or_2_1.jpg,,/h/b/hbg103254_gr_or_2_1.jpg,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Orange,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_gr_or_2_1.jpg,,,,,,,,,,,,,,
HBG103254R,,Default,simple,Default Category/HOT DEALS,base,HBG103254-Red,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103254-red,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_r_b_mu_2_1.jpg,,/h/b/hbg103254_r_b_mu_2_1.jpg,,/h/b/hbg103254_r_b_mu_2_1.jpg,,/h/b/hbg103254_r_b_mu_2_1.jpg,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Red,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_r_b_mu_2_1.jpg,,,,,,,,,,,,,,
HBG103254,,Default,configurable,Default Category/HOT DEALS,base,HBG103254,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Patent Lether Crossbody Hndbag</p>,0.45,1,0,"Catalog, Search",,,,,hbg103254,HBG103254,HBG103254,HBG103254 ,/h/b/hbg103254_gr_or.jpg,,/h/b/hbg103254_gr_or.jpg,,/h/b/hbg103254_gr_or.jpg,,,,"10/29/24, 2:12 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=No,size=S",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103254_gr_or.jpg,,,,,,,,,,,,,"sku=HBG103254B,color=Black|sku=HBG103254GR,color=Green|sku=HBG103254MU,color=Mustard|sku=HBG103254OR,color=Orange|sku=HBG103254R,color=Red",color=Color
HBG103287B,,Default,simple,Default Category/HOT DEALS,base,HBG103287-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Fashion Envelope Clutch Handbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103287-black,HBG103287,HBG103287,HBG103287 ,/h/b/hbg103287_b_gr_2.jpg,,/h/b/hbg103287_b_gr_2.jpg,,/h/b/hbg103287_b_gr_2.jpg,,/h/b/hbg103287_b_gr_2.jpg,,"10/29/24, 2:16 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103287_b_gr_2.jpg,,,,,,,,,,,,,,
HBG103287BEI,,Default,simple,Default Category/HOT DEALS,base,HBG103287-Beige,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Fashion Envelope Clutch Handbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103287-beige,HBG103287,HBG103287,HBG103287 ,/h/b/hbg103287_bei_bl_mu_1_1.jpg,,/h/b/hbg103287_bei_bl_mu_1_1.jpg,,/h/b/hbg103287_bei_bl_mu_1_1.jpg,,/h/b/hbg103287_bei_bl_mu_1_1.jpg,,"10/29/24, 2:16 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Beige,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103287_bei_bl_mu_1_1.jpg,,,,,,,,,,,,,,
HBG103287BL,,Default,simple,Default Category/HOT DEALS,base,HBG103287-Blue,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Fashion Envelope Clutch Handbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103287-blue,HBG103287,HBG103287,HBG103287 ,/h/b/hbg103287_bei_bl_mu_2_1.jpg,,/h/b/hbg103287_bei_bl_mu_2_1.jpg,,/h/b/hbg103287_bei_bl_mu_2_1.jpg,,/h/b/hbg103287_bei_bl_mu_2_1.jpg,,"10/29/24, 2:16 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Blue,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103287_bei_bl_mu_2_1.jpg,,,,,,,,,,,,,,
HBG103287GR,,Default,simple,Default Category/HOT DEALS,base,HBG103287-Green,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Fashion Envelope Clutch Handbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103287-green,HBG103287,HBG103287,HBG103287 ,/h/b/hbg103287_b_gr_1_1.jpg,,/h/b/hbg103287_b_gr_1_1.jpg,,/h/b/hbg103287_b_gr_1_1.jpg,,/h/b/hbg103287_b_gr_1_1.jpg,,"10/29/24, 2:16 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Green,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103287_b_gr_1_1.jpg,,,,,,,,,,,,,,
HBG103287MU,,Default,simple,Default Category/HOT DEALS,base,HBG103287-Mustard,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Fashion Envelope Clutch Handbag</p>,0.45,1,0,Not Visible Individually,5,,,,hbg103287-mustard,HBG103287,HBG103287,HBG103287 ,/h/b/hbg103287_bei_bl_mu_3_1.jpg,,/h/b/hbg103287_bei_bl_mu_3_1.jpg,,/h/b/hbg103287_bei_bl_mu_3_1.jpg,,/h/b/hbg103287_bei_bl_mu_3_1.jpg,,"10/29/24, 2:16 PM","3/9/25, 7:55 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Mustard,sale=No,size=S",24,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103287_bei_bl_mu_3_1.jpg,,,,,,,,,,,,,,
